url,label
australianvisainfo.com,0
sparkpostmail.com,0
wetransfer.com,0
empresas.icicicbank.com/,0
mycardreward.in,0
hrzkmo.icicicbank.com/,1
v.icicibank.in/,0
db2.icicicbank.com/,0
iccifund.com,0
icicpsomtng.top,0
icicadisfurnishseveries.monster,0
niloonline.shop,0
savingsaccount.store,0
icicmm.com,0
iciciworkflow1.com,0
icicinc.top,0
onesource.run,0
gpvpn.icicibanbk.com/,0
mta-sts.smtp3.iciciprulife.co/,0
mta-sts.salescrm.icicibamk.com/,0
theholw6.icicibamk.com/,0
9d9a28c3-ca42-43e2-b578-78b49bf03843.random.iciciprulife.co/,0
7fb3673b-ec46-430b-8f68-880513a8294e.random.iciciprulife.co/,0
ww7.icicicareer.com/?usid=104&utid=e2ae6f9bb335c7eb2c8182151dacb3a8,0
resolver1.icicibamnk.com/,0
mta-sts.test.icicibamk.com/,0
doh.icicibamnk.com/,0
mta-sts.notexistsicicibank.carreer.com/,0
omwzeriyadww25.beta.icicibamk.com/,0
icicicardonline.info,0
icici-inr.top,0
icicio.top,0
mta-sts.docs.iciciprulife.co/,0
mta-sts.vpn.iciciproperties.com/,0
dienstleistungsrichtlinie.icicicbank.com/,0
988a3cf0-88de-435e-90fe-ef14229bee3b.random.iciciprulife.co/,0
members.icicicbank.com/,0
mta-sts.forums.icicibamk.com/,0
ww38.secure.iciciditect.com/,0
ere-nova.icicicbank.com/,0
iciciv.com,0
icicicc.com,0
imobile.icicibasnk.com/,0
ww38.infinitynxt.icicibank.site/,0
icicibank.msy169.xyz/,0
mta-sts.icicibank-staging.alardah.com/,0
server.icicibannk.com/,0
ww38.store.iciciprulifeinsurance.com/,0
store.acqweb.icicicbank.com/,0
www.buy.icicibanlk.com/,0
www.store.icicicdirect.com/,0
fortivpn.iciciprulife.co/,0
zafpshvx.icici.app/,0
www.uat.icici.app/,0
aic1c1.vip,0
iccici.com,0
iciinsurance.online,0
l2n2uhji85.icicibasnk.com/,0
icicle1.com,0
icici.care.co.in/,0
test.icicibank.live/,0
viyionline.com,0
imenonline.com,0
stg.icici.app/,0
email.icicicbank.com/,0
www.job-in-bank-icici.today/lander,0
icicci.top,0
ficicilarnesine.xyz,0
icicbgroups.online,0
www.icicihomel.oan.com/,0
icicn.top/in,0
icicin.top/in,0
icicibankpersonalloaninchennai.in,0
icicibankcreditcards.in,0
cicicici.cn,0
cicici.cc,0
icici.nanorep.co/widget/widget.html,0
jicici.cn,0
xcicicicici.com,0
picici.tk,0
lilicici.cn,0
icicimagos.tk,0
okicici.com,0
wicici.com,0
cicici.wang,0
cicici.it,0
icici-learningmatrix.co.uk,0
cicicici.ml,0
iconicicing.com.au,0
komuzicici.ga,0
picicizylu.cf,0
icicic.me,0
idicici.com,0
icicim.com,0
cicicitv.xyz,0
icicinps.com,0
bicicionline.net,0
belicicil.com,0
bificiciriqi.cf,0
qibimicici.cf,0
cicici.se,0
wicicixusa.tk,0
yicicibuxiangh.top,0
uriciciposuz.tk,0
cicici.fun,0
modicici.com,0
yvicicid.tk,0
vicicimuxy.tk,0
ricicioterpu.cf,0
kobicici.ga,0
weicici.com,0
icicinev.gq,0
icicinabk.com,0
citcibank.com,0
icicivil.net.au,0
cicicicekcilik.com,0
ulicicibop.cf,0
bicici.ml,0
dicicip.com/,0
iturcicici.ml,0
micici.cn,0
avicicirean.com,0
icicivcs.co.in,0
icici.banklocationmaps.com,0
clicicililmardi.tk,0
kirazbicici.com,0
