url,label
https://docs.python.org,0
https://github.com/docs/8,0
https://apple.com,0
http://microsoft-account.com/verify/uid750,1
https://apple.com/login,0
http://220.188.93.116/uid858,1
http://secure-amazon-login.com/uid247,1
http://15.82.63.19/uid408,1
https://github.com/docs/25,0
http://paypal.cloudapp.net/uid167,1
https://google.com/search?q=item31&ref=home,0
https://github.com,0
https://github.com/docs/26,0
https://docs.python.org/docs/28,0
https://wikipedia.org/login,0
https://amazon.com/search?q=item1&ref=home,0
https://github.com/search?q=item25&ref=home,0
https://microsoft.com/search?q=item14&ref=home,0
http://paypal.signin-verify.com/login?user=uid411,1
https://microsoft.com,0
https://apple.com/docs/13,0
https://google.com/docs/29,0
https://github.com,0
https://amazon.com/login,0
http://204.212.72.163/uid989,1
https://microsoft.com,0
http://amazon.cloudapp.net/uid117,1
http://paypal.security-check.com/uid112,1
https://wikipedia.org/search?q=item26&ref=home,0
http://apple.security-check.com/uid547,1
http://microsoft.cloudapp.net/uid600,1
https://docs.python.org,0
http://63.234.59.46/uid471,1
http://230.13.165.245/uid392,1
https://apple.com,0
https://google.com/login,0
http://apple.cloudapp.net/uid888,1
https://docs.python.org,0
https://amazon.com/docs/0,0
https://apple.com/docs/8,0
https://apple.com/login,0
https://amazon.com/docs/10,0
https://microsoft.com,0
http://132.121.77.89/uid400,1
https://apple.com,0
https://amazon.com/docs/18,0
https://wikipedia.org,0
https://microsoft.com/login,0
https://wikipedia.org/docs/26,0
https://microsoft.com/search?q=item0&ref=home,0
https://wikipedia.org/docs/18,0
http://google.cloudapp.net/uid175,1
http://google.security-check.com/uid156,1
http://secure-microsoft-login.com/uid912,1
http://48.104.159.133/uid729,1
https://google.com/docs/9,0
https://wikipedia.org,0
https://microsoft.com/docs/21,0
https://wikipedia.org/login,0
http://paypal.signin-verify.com/login?user=uid918,1
https://apple.com/search?q=item22&ref=home,0
https://amazon.com,0
http://83.61.185.243/uid572,1
http://secure-amazon-login.com/uid979,1
http://google-account.com/verify/uid327,1
http://212.0.79.132/uid888,1
https://github.com/docs/13,0
http://microsoft.signin-verify.com/login?user=uid337,1
https://docs.python.org/search?q=item20&ref=home,0
https://google.com,0
http://apple-account.com/verify/uid933,1
https://google.com,0
http://google.signin-verify.com/login?user=uid163,1
http://169.35.198.223/uid894,1
https://google.com,0
https://wikipedia.org/docs/28,0
http://252.66.32.238/uid236,1
https://docs.python.org,0
http://88.84.121.130/uid892,1
https://docs.python.org,0
https://amazon.com,0
https://docs.python.org,0
http://24.94.148.182/uid834,1
https://docs.python.org/search?q=item7&ref=home,0
https://apple.com/login,0
http://google.signin-verify.com/login?user=uid510,1
http://paypal.signin-verify.com/login?user=uid903,1
https://google.com/login,0
https://microsoft.com/docs/0,0
http://secure-amazon-login.com/uid776,1
https://docs.python.org/docs/24,0
https://apple.com,0
https://docs.python.org/login,0
https://amazon.com,0
https://github.com/login,0
https://docs.python.org,0
https://microsoft.com/search?q=item15&ref=home,0
http://paypal.signin-verify.com/login?user=uid191,1
https://google.com/login,0
http://amazon.cloudapp.net/uid471,1
https://amazon.com/login,0
https://github.com,0
http://apple-account.com/verify/uid408,1
https://wikipedia.org/login,0
https://apple.com/docs/18,0
https://docs.python.org,0
https://apple.com/login,0
https://google.com/search?q=item10&ref=home,0
https://wikipedia.org/docs/4,0
https://github.com,0
http://paypal.hostedservice.info/verify/uid380,1
https://google.com/login,0
https://microsoft.com/docs/12,0
https://microsoft.com/docs/11,0
https://github.com/search?q=item5&ref=home,0
https://google.com,0
https://amazon.com,0
https://google.com/login,0
https://microsoft.com,0
https://google.com,0
http://apple-account.com/verify/uid584,1
http://apple.signin-verify.com/login?user=uid792,1
http://paypal-account.com/verify/uid521,1
https://github.com,0
https://microsoft.com/docs/25,0
http://apple.security-check.com/uid786,1
https://apple.com/login,0
https://github.com/docs/4,0
http://paypal.cloudapp.net/uid359,1
http://secure-microsoft-login.com/uid572,1
https://microsoft.com/search?q=item33&ref=home,0
https://apple.com/login,0
http://secure-amazon-login.com/uid288,1
http://google.security-check.com/uid449,1
https://amazon.com/search?q=item6&ref=home,0
https://google.com,0
https://microsoft.com/login,0
https://apple.com/login,0
https://github.com,0
http://105.182.223.155/uid333,1
http://google-account.com/verify/uid267,1
http://83.29.85.119/uid634,1
http://paypal.signin-verify.com/login?user=uid773,1
http://google-account.com/verify/uid527,1
https://google.com/docs/6,0
https://microsoft.com/login,0
https://microsoft.com/search?q=item21&ref=home,0
http://paypal.signin-verify.com/login?user=uid132,1
https://apple.com/login,0
https://google.com/search?q=item24&ref=home,0
http://150.232.170.182/uid761,1
https://google.com/search?q=item11&ref=home,0
https://docs.python.org,0
https://google.com/docs/26,0
https://github.com/docs/27,0
https://github.com/search?q=item18&ref=home,0
https://github.com/login,0
https://amazon.com,0
https://google.com/docs/3,0
https://github.com,0
https://amazon.com/docs/16,0
http://paypal.hostedservice.info/verify/uid586,1
http://amazon.hostedservice.info/verify/uid562,1
https://microsoft.com,0
https://docs.python.org/login,0
http://google.signin-verify.com/login?user=uid613,1
https://amazon.com,0
http://paypal.security-check.com/uid634,1
https://wikipedia.org,0
https://google.com,0
http://amazon.cloudapp.net/uid381,1
https://google.com,0
http://apple-account.com/verify/uid906,1
https://google.com,0
http://apple-account.com/verify/uid968,1
http://google.hostedservice.info/verify/uid843,1
https://apple.com/login,0
http://apple-account.com/verify/uid968,1
https://apple.com/search?q=item39&ref=home,0
https://wikipedia.org/docs/13,0
https://amazon.com/search?q=item4&ref=home,0
http://paypal.security-check.com/uid240,1
https://docs.python.org,0
http://apple.cloudapp.net/uid358,1
http://amazon.cloudapp.net/uid359,1
https://apple.com,0
https://amazon.com/docs/9,0
http://79.129.166.194/uid872,1
https://wikipedia.org/search?q=item13&ref=home,0
http://amazon.security-check.com/uid382,1
https://google.com/search?q=item38&ref=home,0
https://github.com/docs/23,0
http://amazon.cloudapp.net/uid744,1
https://microsoft.com,0
https://google.com,0
http://94.204.167.112/uid802,1
https://docs.python.org,0
https://wikipedia.org,0
https://docs.python.org/login,0
https://wikipedia.org,0
http://secure-microsoft-login.com/uid475,1
https://docs.python.org,0
http://167.57.185.27/uid287,1
https://github.com/login,0
http://microsoft.hostedservice.info/verify/uid774,1
http://160.26.134.67/uid371,1
https://apple.com,0
http://amazon-account.com/verify/uid662,1
https://amazon.com,0
http://97.153.59.228/uid530,1
http://apple-account.com/verify/uid487,1
https://amazon.com,0
https://microsoft.com/login,0
https://apple.com,0
http://google.hostedservice.info/verify/uid303,1
https://docs.python.org,0
http://microsoft.security-check.com/uid526,1
https://wikipedia.org/search?q=item29&ref=home,0
http://180.196.35.206/uid338,1
https://microsoft.com,0
http://apple-account.com/verify/uid207,1
http://paypal.cloudapp.net/uid448,1
https://microsoft.com/docs/27,0
http://227.13.13.116/uid202,1
http://113.15.217.69/uid247,1
https://google.com,0
https://docs.python.org,0
http://amazon.signin-verify.com/login?user=uid284,1
https://github.com,0
http://secure-amazon-login.com/uid662,1
https://amazon.com/docs/27,0
https://microsoft.com,0
http://google.signin-verify.com/login?user=uid719,1
http://amazon.signin-verify.com/login?user=uid905,1
https://amazon.com/login,0
https://amazon.com/search?q=item37&ref=home,0
https://github.com/docs/5,0
https://google.com,0
http://amazon.cloudapp.net/uid584,1
http://secure-microsoft-login.com/uid719,1
https://google.com/docs/24,0
http://apple.cloudapp.net/uid236,1
https://wikipedia.org/docs/27,0
http://45.43.127.2/uid917,1
http://google-account.com/verify/uid136,1
http://secure-microsoft-login.com/uid312,1
https://docs.python.org,0
http://microsoft.cloudapp.net/uid625,1
http://amazon.cloudapp.net/uid789,1
https://google.com,0
http://microsoft.cloudapp.net/uid754,1
https://amazon.com,0
http://190.26.101.236/uid729,1
https://docs.python.org/search?q=item28&ref=home,0
https://amazon.com/docs/6,0
http://microsoft.signin-verify.com/login?user=uid867,1
http://191.137.208.48/uid980,1
https://wikipedia.org/docs/10,0
https://wikipedia.org/docs/25,0
https://docs.python.org/docs/27,0
http://apple.hostedservice.info/verify/uid898,1
http://google.hostedservice.info/verify/uid478,1
http://paypal.security-check.com/uid739,1
http://paypal.security-check.com/uid576,1
https://microsoft.com/docs/10,0
https://github.com/search?q=item36&ref=home,0
http://microsoft.security-check.com/uid418,1
https://microsoft.com/docs/28,0
http://paypal-account.com/verify/uid285,1
https://github.com,0
https://apple.com,0
http://microsoft.hostedservice.info/verify/uid595,1
https://github.com/search?q=item3&ref=home,0
https://github.com,0
http://secure-microsoft-login.com/uid297,1
http://google-account.com/verify/uid506,1
http://5.148.36.147/uid939,1
http://amazon-account.com/verify/uid556,1
https://github.com/login,0
https://apple.com/login,0
http://secure-amazon-login.com/uid851,1
https://microsoft.com/login,0
https://github.com,0
http://google.signin-verify.com/login?user=uid944,1
https://amazon.com,0
http://google-account.com/verify/uid779,1
http://apple.hostedservice.info/verify/uid560,1
https://microsoft.com/login,0
https://wikipedia.org/login,0
https://wikipedia.org,0
http://microsoft.hostedservice.info/verify/uid718,1
https://amazon.com,0
http://19.161.83.208/uid642,1
https://microsoft.com,0
https://wikipedia.org,0
https://wikipedia.org,0
https://microsoft.com/login,0
https://apple.com/login,0
https://amazon.com,0
http://google-account.com/verify/uid156,1
https://google.com/search?q=item30&ref=home,0
https://apple.com/search?q=item27&ref=home,0
https://microsoft.com/docs/20,0
http://google.security-check.com/uid334,1
http://apple.security-check.com/uid936,1
http://microsoft.cloudapp.net/uid753,1
https://google.com/login,0
https://microsoft.com/search?q=item34&ref=home,0
https://apple.com/search?q=item17&ref=home,0
https://google.com,0
http://amazon-account.com/verify/uid264,1
http://apple.security-check.com/uid851,1
https://amazon.com,0
http://apple.cloudapp.net/uid846,1
https://docs.python.org,0
https://wikipedia.org/login,0
http://paypal.signin-verify.com/login?user=uid177,1
http://178.216.197.151/uid869,1
https://google.com,0
https://apple.com,0
https://wikipedia.org/login,0
http://microsoft.security-check.com/uid261,1
https://wikipedia.org/login,0
https://apple.com/search?q=item32&ref=home,0
https://docs.python.org,0
http://microsoft.hostedservice.info/verify/uid379,1
https://wikipedia.org/search?q=item23&ref=home,0
http://209.173.126.14/uid602,1
http://google-account.com/verify/uid744,1
http://microsoft.security-check.com/uid856,1
http://paypal.cloudapp.net/uid182,1
http://47.101.183.101/uid574,1
http://paypal.hostedservice.info/verify/uid297,1
https://microsoft.com,0
https://docs.python.org,0
https://amazon.com,0
https://amazon.com,0
http://apple.signin-verify.com/login?user=uid876,1
https://github.com,0
https://microsoft.com,0
https://apple.com/login,0
http://paypal.cloudapp.net/uid766,1
https://google.com/docs/18,0
https://github.com/docs/19,0
https://docs.python.org/docs/8,0
http://apple.signin-verify.com/login?user=uid277,1
https://google.com/search?q=item19&ref=home,0
https://github.com,0
https://amazon.com,0
https://docs.python.org/search?q=item16&ref=home,0
https://microsoft.com/search?q=item12&ref=home,0
http://39.97.231.239/uid196,1
https://github.com/login,0
https://amazon.com,0
http://amazon.cloudapp.net/uid583,1
https://github.com/login,0
https://wikipedia.org,0
http://22.45.101.76/uid119,1
https://github.com/docs/14,0
http://microsoft.hostedservice.info/verify/uid518,1
https://wikipedia.org/search?q=item8&ref=home,0
http://paypal.hostedservice.info/verify/uid788,1
http://google.signin-verify.com/login?user=uid278,1
https://apple.com,0
http://16.71.75.159/uid177,1
http://129.110.236.79/uid617,1
http://microsoft-account.com/verify/uid627,1
https://github.com/search?q=item9&ref=home,0
https://wikipedia.org,0
https://google.com,0
http://paypal.security-check.com/uid650,1
https://github.com/login,0
https://amazon.com,0
http://paypal.security-check.com/uid759,1
http://paypal.hostedservice.info/verify/uid793,1
http://google.hostedservice.info/verify/uid749,1
https://wikipedia.org,0
https://apple.com/login,0
http://239.110.55.234/uid241,1
https://amazon.com/login,0
http://google.security-check.com/uid479,1
http://apple.security-check.com/uid407,1
https://apple.com/login,0
https://apple.com/login,0
http://amazon.security-check.com/uid901,1
http://amazon-account.com/verify/uid542,1
http://secure-amazon-login.com/uid825,1
http://222.3.21.244/uid760,1
http://secure-apple-login.com/uid983,1
https://microsoft.com/docs/18,0
https://amazon.com/docs/17,0
https://microsoft.com,0
https://docs.python.org,0
https://apple.com,0
https://wikipedia.org/docs/22,0
http://59.12.113.148/uid841,1
http://google.hostedservice.info/verify/uid970,1
https://wikipedia.org/search?q=item35&ref=home,0
https://apple.com,0
https://docs.python.org/login,0
http://191.174.96.214/uid420,1
http://microsoft.signin-verify.com/login?user=uid659,1
https://docs.python.org/login,0
http://124.9.82.201/uid422,1
https://microsoft.com,0
http://apple.hostedservice.info/verify/uid138,1
http://microsoft.hostedservice.info/verify/uid714,1
https://google.com/search?q=item2&ref=home,0
https://docs.python.org,0
http://amazon.signin-verify.com/login?user=uid158,1
http://amazon-account.com/verify/uid977,1
http://paypal-account.com/verify/uid784,1
http://microsoft.hostedservice.info/verify/uid426,1
http://amazon-account.com/verify/uid219,1
http://secure-amazon-login.com/uid544,1
http://paypal.hostedservice.info/verify/uid167,1
https://google.com,0
http://247.26.16.147/uid814,1
http://apple.hostedservice.info/verify/uid447,1
https://wikipedia.org,0
https://docs.python.org,0
http://apple.signin-verify.com/login?user=uid912,1
https://wikipedia.org,0
http://56.18.146.224/uid841,1
https://wikipedia.org,0
